headline_clean,label,source
"Virginia head coach Tony Bennett suddenly retiring, just weeks before season starts",1,FoxNews
Democratic Socialists group boasts it helped make Walz Harris' running mate: 'Force that cannot be ignored',1,FoxNews
"How US government will dole out aid to victims of Hurricanes Milton, Helene",1,FoxNews
Crunch time: Harris to team up with Barack and Michelle Obama next week in key battlegrounds,1,FoxNews
"Israeli American reservist killed by Hezbollah missile in Israel, IDF says",1,FoxNews
"John Lennon’s final days were blissful as he thrived on music, book says: ‘You can feel this positive emotion'",1,FoxNews
Would be Trump assassin wants Judge Cannon to recuse herself for dismissing document case,1,FoxNews
Iran may be preparing to arm Russia with short range ballistic missiles,0,NBC
Senate Republicans tout bipartisan actions striking down Biden climate regulations,1,FoxNews
U.S. and Microsoft seize over 100 websites allegedly used by Russian spies,0,NBC
"With Obama, 'All the Smoke' and 'huddle ups,' Harris ramps up outreach to Black men",0,NBC
"Trump has some immunity in D.C. election interference case, Supreme Court rules: Highlights",0,NBC
"Pence declines to endorse Trump, won't back Biden",1,FoxNews
'Life threatening' storm surge likely as Hurricane Milton takes aim at Florida,0,NBC
'Airport tray aesthetic' goes viral as some travelers halt security checkpoints for photo ops,1,FoxNews
'White dudes' rally to elect Kamala Harris as the first female president,0,NBC
Harris team and White House discussed plans for her to distance herself from Biden,0,NBC
Biden touts PACT Act milestone as he focuses his pitch on veterans,0,NBC
Why Americans need more face to face civil discussions 'with folks outside their own bubble',1,FoxNews
Turkey's Erdogan threatens to invade Israel over war in Gaza as regional tensions grow,1,FoxNews
Biden campaign says it sees Florida as 'winnable' in 2024,0,NBC
"Questions of Biden's age among Dems, media, comedians keep piling up following Hur report",1,FoxNews
Travelers could face new penalty for exceeding baggage limit on trains,1,FoxNews
Reporters get rare glimpse of the U.S. military's troubled pier system in Gaza,0,NBC
Biden presses allies for Ukraine aid to beat back Russian invasion in U.N. speech,0,NBC
JD Vance on his 'change of heart' for Trump: Politicians shouldn't 'try to hide' from their past stances,1,FoxNews
Biden awards first Medal of Honor to Korean War hero,1,FoxNews
How Catherine Cortez Masto clinched the Nevada seat and the Senate,0,NBC
Treat your pets to these bestselling pet products on Amazon,0,NBC
Idaho man charged with threatening to kill Trump in phone calls to Mar a Lago,0,NBC
Blue Philly working class voters start leaning toward Trump ahead of election: 'People actually love him',1,FoxNews
Abortion rights advocates see a flurry of post Roe victories in midterms,0,NBC
CBS' Stephen Colbert takes Democratic Party shilling to new level as he hosts convo at glitzy Biden fundraiser,1,FoxNews
"National Museum of the Marine Corps unveils new exhibits, honoring those 'who made the ultimate sacrifice'",1,FoxNews
"On this day in history, May 12, 1965, Rolling Stones record 'Satisfaction' after Keith Richards dreamed a riff",1,FoxNews
Make room in your luggage for these travel tech gadgets,0,NBC
"Charlamagne Tha God praises Trump ad on Harris supporting funding migrant, inmate sex changes: 'That was nuts'",1,FoxNews
Comedian Jim Gaffigan takes surprising shots at Harris for skipping 'Catholic Met Gala',1,FoxNews
Jelly Roll plans to seek forgiveness from victims of armed robbery: 'No logic to what I did',1,FoxNews
Trump spoke at a fundraiser for Jan. 6 defendants,0,NBC
Abandoned luxury hotel in Florida will reopen after 17 years,1,FoxNews
DAVID MARCUS: Kamala Harris can no longer hide from her dangerous stance on men playing in girls' sports,1,FoxNews
"'Everybody is scared': As Gaza faces threat of ground invasion, tensions run high in Israel",0,NBC
"Tequila is more than just a shot, plus other fun facts about this spirit",1,FoxNews
Trump begs Georgia secretary of state to overturn election results in remarkable hourlong phone call,0,NBC
Trump 'thrilled' with Harris tapping 'very liberal' Tim Walz as running mate: 'Shocking pick',1,FoxNews
Pence says the 'sanctity of life' will spark ‘renewed enthusiasm’ for Republicans in midterms,1,FoxNews
"Israeli military says regular infantry, armored units joining limited ground operation in southern Lebanon",1,FoxNews
'I was much better off': These voters back Trump in top battleground county,1,FoxNews
"1 year after Hezbollah strikes, Israel reinforces troops and questions mount over ‘limited’ operation",1,FoxNews
5 Thanksgiving turkey facts from registered dietitians,1,FoxNews
Jailed Iranian activist Narges Mohammadi wins Nobel Peace Prize for fight against oppression of women,0,NBC
New York City man 'lived' the Constitution for a year. Here are 7 things he learned,1,FoxNews
Cowboys' DeMarcus Lawrence says he burned through his entire rookie salary by his 3rd season,1,FoxNews
Ohio's Senate race is high on Trump's radar after a tough week for Republicans,0,NBC
Yemen’s Houthi rebels target ship in the Gulf of Aden as the Eisenhower aircraft carrier heads home,0,NBC
Former Democrat turns Republican: Kamala Harris 'did nothing to change the schools' in California,1,FoxNews
Last words of 'hero' firefighter who died at Trump rally shooting revealed,1,FoxNews
Colorado could become the first state to build separate prison units for transgender felons,1,FoxNews
"Canada accuses India of an assassination on its soil, leading both countries to expel diplomats",0,NBC
"As U.S. reporter marks a year in a Russian prison, his family and friends speak out",0,NBC
Harris rattles 'angry' Trump in debate as both candidates seek mantle of change,0,NBC
Stateside Puerto Ricans demand answers on unused hurricane aid to Puerto Rico,0,NBC
"'60 Minutes' says Trump axed interview after demanding apology for 2020 sit down, complained about fact checks",1,FoxNews
Wide toe box shoes aren't the same as wide width shoes. Here's how to tell what you need.,0,NBC
Modi’s White House visit highlights deep diaspora divides,0,NBC
Security and political crises in Israel converge to create a perfect storm,0,NBC
"Can you reuse disposable face masks? The do’s and don’ts, according to doctors",0,NBC
Why I love my iPhone case and wallet combo,0,NBC
Harris’ critics sound off after VP is endorsed by IRS affiliated union: ‘Get ready to be taxed to death',1,FoxNews
Hamas announces Yahya Sinwar as new political head following Ismail Haniyeh assassination,0,NBC
Jan. 6 rioter who charged police while carrying a gun sentenced to 7 years,0,NBC
I’ve tested nearly a dozen point and shoot cameras these are the best no matter your experience level,0,NBC
Republican National Committee prepares for a convention Trump may not attend,0,NBC
"4.8M borrowers including 1M in public service have had student debt forgiven, Biden admin says",0,NBC
Biden admin hit with lawsuit over eco actions that industry says could cost million jobs,1,FoxNews
Supreme Court agrees to review whether Trump immune from prosecution in federal election interference case,1,FoxNews
Kari Lake shreds VP Harris' 'despicable' southern border visit: Just to make the 'mainstream media happy',1,FoxNews
Trump plans to plead not guilty to Jack Smith's revised federal election interference charges,1,FoxNews
Tina Turner teams up with Kygo for 'What's Love Got to Do With It' remix,1,FoxNews
Swedish candy goes viral on TikTok and everyone wants a bite of the trendy treat,1,FoxNews
Federal prosecutors formally charge suspect Ryan Routh with attempted assassination of Trump,1,FoxNews
Inside Shin Bet’s interrogation of 50 Hamas fighters,0,NBC
"Trump is not immune in 2020 election interference case, appeals court rules",0,NBC
These over the counter teeth whitening products come pretty close to giving you dentist office results,0,NBC
Gazan families mourn children who were killed during the IDF’s hostage rescue,0,NBC
How to drive safely with a dog,0,NBC
Local residents explode at Biden officials over plan to release grizzly bears near their communities,1,FoxNews
Man arrested near Trump rally denies he was trying to assassinate the former president,0,NBC
Trump throws support behind Republican businessman looking to flip Wisconsin Senate seat: 'Go out and win',1,FoxNews
"Dodgers dominate Mets again, take commanding 3 1 lead in NLCS",1,FoxNews
"Dodgers star Mookie Betts sends warning shot to Mets, who are on brink of elimination",1,FoxNews
Palestinians announce first elections in 15 years,0,NBC
"Ohio residents in small town erupt over havoc caused by massive influx of 20,000 of Haitians",1,FoxNews
"Biden speaks with Netanyahu amid escalating tensions in U.S. Israel, warns against Rafah invasion",0,NBC
Harris maintains strong lead among Black swing state voters in a new poll,0,NBC
Democratic National Committee releases party platform ahead of convention,0,NBC
The simple reason Kamala Harris is on The Shade Room,0,NBC
Jan. 6 rioter who assaulted police calls for 'accountability' for 2020 election lies,0,NBC
"Florida Supreme Court allows 6 week abortion ban to take effect, but voters will have the final say",0,NBC
Anti Israel mob rebrands iconic Hamilton Hall following insurrection at Columbia,1,FoxNews
Local Republicans reject Trump's claims about Haitian immigrants in their towns,0,NBC
Newsom dodges question on Harris price controls: 'She hasn't put out the details',1,FoxNews
"Emmy Awards 2024 highlights: âThe Bearâ, âBaby Reindeer,â âShogunâ led in wins, and a âHacksâ surprise",0,NBC
Georgia judge blocks rule requiring counties to hand count Election Day ballots,0,NBC
"Study contradicts claims critical race theory isn't in schools, over 90% students exposed to it",1,FoxNews
Sen Chuck Grassley explains link between high food and energy prices,1,FoxNews
"Dolly Parton removes herself from Rock & Roll Hall of Fame nomination, says she hasn't 'earned that right'",1,FoxNews
"How to find the best eco friendly mattresses, according to experts",0,NBC
JD Vance says Trump would veto a national abortion ban,0,NBC
Justice Department sues Alabama over effort to purge voter rolls within 90 days of election,0,NBC
"Meet the American who invented the hard hat, a proud symbol of our nation's working class",1,FoxNews
Politico says Harris is running on a 'dream economy' but voters aren't noticing,1,FoxNews
Sarah McBride’s historic run for Congress was decades in the making,0,NBC
'You don't know what to expect': Trump outlines his biggest challenge in debating Harris,0,NBC
Biden sets a 10 year deadline for U.S. cities to replace lead pipes and make drinking water safer,0,NBC
What to look for in workout leggings that you don’t always need in lounging leggings,0,NBC
Republicans float a quiet conspiracy theory that Biden won't be on the ballot,0,NBC
Simon Cowell pulls out of judging duties in upcoming ‘X Factor Israel’ appearance,1,FoxNews
Voters in Obama's backyard weigh in on 'dangerous' Kamala and 2024 race: 'I'm a Trump fan',1,FoxNews
Sanctuary city's policies push violent migrant gang into suburbs: 'It's a nationwide problem',1,FoxNews
Biden admin convenes legal experts on protecting women's reproductive health after Supreme Court ruling,1,FoxNews
October heat wave sets dozens of records in California and Arizona,0,NBC
"Puerto Rico jolted by 5.8 magnitude earthquake, the largest in series of quakes",0,NBC
"Teamsters union declines to endorse in presidential election, breaking decades of precedent",0,NBC
Jan. 6 rioter who smashed Capitol window with tomahawk ax sentenced to 7 years,0,NBC
"For One Direction fans, Liam Payne's death is a 'watershed' moment",0,NBC
'I will be haunted forever’: Israel’s horrific video of Hamas atrocities leaves viewers shocked and sickened,1,FoxNews
Eddie Van Halen's brother wants AI to complete the band's unreleased music,1,FoxNews
Taylor Swift screams during Eras Tour concert for security guard to stop harassing fan,1,FoxNews
Jorge Ramos’ daughter sounds alarm that Latinos are 'walking away’ from Democratic Party,1,FoxNews
"Nevada Senate hopefuls tackle trans athletes, immigration and UFOs in only debate",1,FoxNews
McConnell and Trump aides have been discussing an endorsement of the former president,0,NBC
"Puppies rescued from Hurricane Helene to be rehomed with military veterans, first responders",1,FoxNews
Hispanic voters rail against 'dishonest' Biden Harris border record as poll shows Trump gaining in key states,1,FoxNews
'It’s a massacre': Bodies of victims still strewn across kibbutz once home to 700,0,NBC
Tech bestsellers: The most purchased products we covered in 2022,0,NBC
Media critics pan Walz's 'unsteady' debate performance: 'Clear lack of preparation and execution',1,FoxNews
"Five more House Democrats call on Biden to drop out, third US senator",1,FoxNews
Prince William denounces antisemitism amid soaring rates of abuse at London synagogue,1,FoxNews
4 Mark Robinson campaign staffers resign in wake of report on porn website posts,1,FoxNews
"Iran enriching uranium to near weapons grade levels, nuclear watchdog warns",0,NBC
'Rot and decay': Rep Hank Johnson argues SCOTUS term limits are path forward for removing 'corrupt' justices,1,FoxNews
Greece to impose tax for cruise visitors on popular islands to combat overtourism,1,FoxNews
You should be cleaning your coffee maker at least once a month here’s how to do it,0,NBC
These Florida residents wouldn't evacuate from Milton here's how they're doing,1,FoxNews
Biden says 'real progress' was made after meeting with China's Xi Jinping,0,NBC
Pakistani police fire tear gas at protesting students as anger spreads over alleged on campus rape,0,NBC
States are rapidly adopting laws regulating political deepfakes,0,NBC
Woman vandalizes Israeli hostage posters right in front of captives' family members in New York City,1,FoxNews
"Anti Asian hate crimes increased by nearly 150% in 2020, mostly in N.Y. and L.A., new report says",0,NBC
"Lori Loughlin’s prison offers Pilates, spin class and more as she serves time in college admissions scandal",1,FoxNews
Cracks in the wall of media praise for Harris? Multiple outlets eviscerate VP over price control plan,1,FoxNews
Secret Service takes new steps to boost protection around Trump,0,NBC
Here are the massive tax increases coming your way in a second Biden term,1,FoxNews
FDA authorizes Novavax's updated Covid vaccine,0,NBC
Zelenskyy says Ukraine plans to indefinitely hold Russian territory it has seized,0,NBC
Are peptides the new retinol? Here’s everything you need to know about this latest skin care you’re seeing everywhere,0,NBC
Nelly Korda suffers unbelievable meltdown at US Women's Open with early septuple bogey,1,FoxNews
Arizona Gov. Katie Hobbs signs repeal of 1864 abortion ban,0,NBC
Biden postpones trip to Germany and Angola ahead of Hurricane Milton's hitting Florida,0,NBC
Hospitals take steps to conserve IV fluid supply after Helene strikes critical factory,0,NBC
"Defying Biden, Netanyahu renews pledge to launch Rafah offensive",0,NBC
Brian Stelter remains defiant as final 'Reliable Sources' doubles down on what critics say got it canceled,1,FoxNews
'I don't want to be nice': Trump ramps up personal attacks on Harris at Pennsylvania rally,0,NBC
Olympic medalist slams transgender track athlete for competing in women's event: 'Simply cheating',1,FoxNews
Abortion rights amendments qualify for the ballot in Colorado and South Dakota,0,NBC
JD Vance addresses past criticism of Trump after he's chosen as VP: 'Bought into media's lies and distortions',1,FoxNews
Olivia Rodrigo powers through wardrobe malfunction during concert: 'So embarrassing',1,FoxNews
Trump pushes back on questions about his age,0,NBC
"Team Harris had 'planned' on unmuted mics, left 'scrambling to rewrite' debate strategy: report",1,FoxNews
'Dead heat': Trump pulls even with Harris in poll,0,NBC
Israel says it wants to destroy Hamas. But who would govern Gaza after that?,0,NBC
Harris Walz win would make Minnesota's Peggy Flanagan first Native American female governor,0,NBC
U.K. braces for record heat as it becomes one of the hottest places on Earth,0,NBC
"Riley Gaines, NCAA athletes to testify in Georgia about competing against, sharing locker room with Lia Thomas",1,FoxNews
Israel and Hezbollah strikes put region on edge; Hamas official says delegation has left Cairo,0,NBC
"On this day in history, February 17, 1801, Jefferson is elected president as party politics divide new nation",1,FoxNews
ACLU sues Biden administration over new asylum rule,0,NBC
"Six months after ‘zero Covid,’ U.S. firms in China still face an unpredictable business climate",0,NBC
Biden administration to rejoin U.N. Human Rights Council in another reversal of Trump,0,NBC
"As Gaza war drags past 1 year mark, hope fades for a deal to bring hostages home soon",1,FoxNews
Same poll taken one month apart shows which presidential candidate has momentum in key states,1,FoxNews
Harrison Ford responds to compliment from reporter at Cannes: ‘Blessed with this body’,1,FoxNews
Who made the exploding pagers? A messy global trail emerges behind deadly Lebanon blasts,0,NBC
How to shop for single serve coffee makers,0,NBC
Donald Trump takes clear stance on transgender athlete participation in women's sports in RNC speech,1,FoxNews
Fears that war will widen grow as Israel retaliates for a strike that killed 12,0,NBC
"The Amazon’s crucial water cycle faces collapse, scientists say",0,NBC
Hulk Hogan suggests he is willing to 'body slam' US Vice President Kamala Harris,1,FoxNews
New videos show assault on Capitol Police Officer Brian Sicknick,0,NBC
Hamas fires rockets into Israel as tensions in Jerusalem boil over,0,NBC
"Biden, Democrats falsely frame Green movement as 'economic': Charles Payne",1,FoxNews
"Gaza truce takes hold after Israel, Hamas reach cease fire to halt conflict",0,NBC
The evolutionary history of humans' ability to eat starch,0,NBC
"A timeline of Trump's many, many positions on abortion",0,NBC
Former US ambassador accused of secretly working for Cuba pleads not guilty,1,FoxNews
Columbia's interim president apologizes to protesters who occupied campus for 'hurt' caused by NYPD,1,FoxNews
Israel’s national emergency medical service prepares for Hezbollah response after IDF strike: 'High alert',1,FoxNews
"Arizona grandma, man she mistakenly texted, to share Thanksgiving for 7th straight year since 2016",1,FoxNews
"What would a President Pritzker do on immigration, border crisis?",1,FoxNews
"How 3 Israeli hostages tried to save themselves, only to be killed by their own military",0,NBC
"Ted Cruz and Colin Allred clash over abortion, trans athletes and Jan. 6 in feisty Texas Senate debate",0,NBC
Florida family stuns with statistical improbability as all four daughters are crowned valedictorian,1,FoxNews
Illinois man charged with murder in the fatal stabbing of a Palestinian American boy pleads not guilty,0,NBC
"Ahead of the holidays, here's how to build charcuterie boards that are 'super festive'",1,FoxNews
"52 confirmed dead, 20 missing after flash floods devastate Indonesia’s Sumatra Island",1,FoxNews
47+ best Cyber Monday tech deals you won't want to miss,0,NBC
Tom Brady reveals he has not talked to Trump in 'a lot of years',1,FoxNews
Facebook users say 'amen' to bizarre AI generated images of Jesus,0,NBC
Social media users are collectively blocking celebrities and influencers who have been silent on Gaza,0,NBC
This trendy seed can boost your health big time in 5 cool ways: Here's how,1,FoxNews
Harris' running mate faces renewed scrutiny after his 'weird' socialism comparison resurfaces,1,FoxNews
Emma Weyant: Second place finisher in Lia Thomas' NCAA championship race won Olympic medal in 2021,1,FoxNews
"Laken Riley murder suspect Jose Ibarra pleads not guilty, mother sobs in court",1,FoxNews
'Gotaway' illegal and Tren de Aragua gang member accused in suburban hotel murder,1,FoxNews
"Don Lemon speaks out about CNN firing, says he feels 'vindicated' after ex boss was ousted",1,FoxNews
The bombing has ended but children in Gaza and Israel face trauma,0,NBC
The Trump campaign's big bet on a new GOTV strategy worries some Republicans,0,NBC
"Scott Presler, a conservative activist who has spread conspiracy theories, won't be getting an RNC job",0,NBC
Poll: Democrats' advantage with Latino voters continues to shrink,0,NBC
Nation to debut new American history series hosted by Kelsey Grammer,1,FoxNews
Hamas leader Ismail Haniyeh was killed in Tehran by hidden explosive device: report,1,FoxNews
"As a female athlete, I do not consent to playing alongside men in collegiate sports",1,FoxNews
"Struggling with dark under eyes? Here’s how to treat them, according to derms",0,NBC
"Trump assassination attempt: Butler, Pennsylvania town manager defends police amid response 'misconception'",1,FoxNews
"Trump arrives at Alabama Georgia game to chants of 'USA,' 'Four more years'",1,FoxNews
San Jose State volleyball player at the center of women's sports controversy spikes ball in opponent’s face,1,FoxNews
Jury to begin deliberating in Oath Keepers' Jan. 6 seditious conspiracy trial,0,NBC
Trump announces 'Operation Aurora' to target illegal immigrant gang members in Colorado,1,FoxNews
Pentagon sending a ‘few thousand’ personnel to Middle East day after Biden said he wouldn’t add combat troops,1,FoxNews
Two immigration moves underscore the issue’s 2024 potency: From the Politics Desk,0,NBC
Trump fan featured in Biden ad admits assaulting officers with bear spray on Jan. 6,0,NBC
"Kirby slams Hamas chief Sinwar as 'the major obstacle' to cease fire, hostage release deal with Israel",1,FoxNews
"James Carville regrets that Biden is running, worries younger generation uninterested in politics",1,FoxNews
Trump says Biden 'is not fit to serve': 'Who is going to be running the country for the next 5 months?',1,FoxNews
"ABC Presidential Debate: Moderators David Muir and Linsey Davis fact check Trump 5 times, 0 for Harris",1,FoxNews
Israel and activists accuse U.N. of slow response to accounts of Hamas raping women,0,NBC
JD Vance accused Tim Walz of lying about his IVF experience. Fertility doctors say confusion is common.,0,NBC
New York Republican co sponsors bill defending IVF treatment,1,FoxNews
"Honduran illegal immigrant deported from US twice, sentenced for leading Texas burglary ring: 'Masterminded'",1,FoxNews
Trump assassination suspect wrote chilling letter months before golf course plot,1,FoxNews
New Jersey twins receive matching heart surgeries after Marfan syndrome diagnosis: 'A better life',1,FoxNews
Auburn cheerleader knocks down Oklahoma player running onto field while performing stunts,1,FoxNews
"Biden 'anti growth' policies will slash Medicare, Social Security tax revenue by $400 $900 billion: report",1,FoxNews
Fitness class too loud? What to know about protecting your hearing health,1,FoxNews
A pastor started a farm because he lived in a food desert then came the hurricane,0,NBC
What’s difference between cooking salt and finishing salt? Chefs explain,0,NBC
"More than 70 dead as violence escalates between Israel, Hamas",0,NBC
"How to store produce and keep it fresh, according to experts",0,NBC
'Extreme agenda': Harris’ past record on illegal immigration resurfaces after Biden drops out,1,FoxNews
Rep. Clyburn declares support for Kamala Harris as Dem nominee if Biden has to bow out: ‘I will support her',1,FoxNews
Trump courts rappers as surrogates for his campaign to win more voters of color,0,NBC
Jewish students at UC Berkeley fight against campus antisemitism: 'We're not hiding anymore',1,FoxNews
"On this day in history, March 1, 1872, majestic Yellowstone becomes America's first national park",1,FoxNews
"On Trump calling Harris 'comrade,' top Democrat surrogates argue 'that boat doesn’t float'",1,FoxNews
Harris and Trump deadlocked in Pennsylvania as former president trails in other 'blue wall' states: poll,1,FoxNews
NRA and conservative legal group sue Democrat governor over 7 day waiting period to buy guns,1,FoxNews
You should be cleaning your reusable water bottle every single day,0,NBC
Nate Silver reveals the one battleground state that could spell trouble for Kamala Harris,1,FoxNews
Texas Supreme Court rules against woman who sought abortion hours after she says she’ll travel out of state,0,NBC
Trump indicted again in federal election interference case following Supreme Court immunity ruling,0,NBC
Harris dispatches heavy hitters to boost key states in the final stretch,0,NBC
"New Zealand's Jacinda Ardern quits as leader, citing burnout",0,NBC
"Meet the American who paved the way for the interstate, Gen. Lucius Clay, master planner, hero of two nations",1,FoxNews
Nashville school shooting: Audrey Hale police bodycams released,1,FoxNews
Fentanyl used to be a hidden danger of drug use. Now it's sought as a drug of choice.,0,NBC
"Curly hair products from Olaplex, Moroccanoil and Kerastase",0,NBC
The Amazon Echo Show 15 is available for preorder,0,NBC
Biden hosts Indian Prime Minister Modi at White House,0,NBC
Top five moments from Secret Service director's hours long grilling after Trump assassination attempt,1,FoxNews
Actor says timing of documentary on former president's assassination attempt 'might seem interesting',1,FoxNews
"Trump slams Harris' call for a price gouging ban, but 37 states already have their own",0,NBC
"Barack Obama produces first fiction movie for Netflix, gave extensive notes to director for cyberattack plot",1,FoxNews
"Biden's border crisis is 'wreaking havoc' on K 12 schools, says top GOP lawmaker",1,FoxNews
"On this day in history, April 2, 2005, Pope John Paul II dies at age 84",1,FoxNews
"Disney+ removes access to classics like 'Dumbo,' 'Peter Pan' for kids under 7 over 'racist' stereotypes",1,FoxNews
Your dishwasher is probably dirtier than you think here’s how to clean it,0,NBC
"Trump opposes Florida's Amendment 4, which offers unfettered abortion access: 'It's radical'",1,FoxNews
Texas borderland car crash leaves three people dead in human smuggling attempt,1,FoxNews
"Senate gridlock could worsen with Romney, Sinema, Manchin retirements: experts",1,FoxNews
Kamala Harris won't say whether Biden admin has any 'sway' over Israeli PM Netanyahu,1,FoxNews
Harris is playing it safe. Some Democrats worry that could doom her campaign.,0,NBC
Democrats worry about Harris' cautious media approach in tight 2024 race: 'Voters deserve better',1,FoxNews
"How would a President Whitmer handle immigration, border crisis?",1,FoxNews
Trump says he would pardon a 'large portion' of Jan. 6 rioters,0,NBC
Biden privately remains torn between defiance and acceptance amid calls to step aside,0,NBC
"Hamilton College student admits to posting 'antisemitic remarks' on campus, New York State Police say",1,FoxNews
"Americans favor Trump on immigration, support mass deportation of illegal immigrants, poll finds",1,FoxNews
Hard line GOP effort to decentralize Senate leader authority dashed by McConnell ally,1,FoxNews
Jan. 6 rioter with 'I heart TRUMP' hat and a Confederate flag gets prison for assaults on officers,0,NBC
How the Uluburun shipwreck was discovered accidentally by a sponge diver,1,FoxNews
Two more storms gain strength in Atlantic following devastation of Hurricane Helene,0,NBC
Clippers star Kawhi Leonard reportedly out indefinitely with knee inflammation,0,NBC
Fighting the disturbing spiral of Jew hatred in Canada,1,FoxNews
"Russia launches one of deadliest strikes against Ukraine, killing 41: Zelenskyy",1,FoxNews
"Levin blasts BLM's endorsement of Cuban dictatorship, media's history of ‘friendliness’ to autocrats",1,FoxNews
40+ best ongoing Cyber Monday 2022 deals on Amazon,0,NBC
What does the Iran Saudi Arabia truce mean for Washington’s standing on the global stage?,0,NBC
US spots where you can mine for diamonds and gemstones,1,FoxNews
"Russian money was funneled to right wing creators through a pro Trump media outlet, prosecutors say",0,NBC
"15 best grilling accessories, according to food experts",0,NBC
Iran remembers Hamas leader Yahya Sinwar as a 'martyr' and 'model for the youth and children',1,FoxNews
Acting Secret Service director briefs lawmakers on Trump assassination attempt ahead of public report,1,FoxNews
Kamala Harris getting overwhelmingly positive media coverage since emerging as nominee: Study,1,FoxNews
First aid crosses into Gaza from Egypt,0,NBC
"Taylor Swift steals NYC spotlight during dinner with Blake Lively, Sophie Turner and Brittany Mahomes",1,FoxNews
U.S. still sending some weapons to Israel despite Biden's Rafah warning,0,NBC
Remembering Elvis Presley on his birthday: The legacy of the king of rock and roll,1,FoxNews
Wine drinkers may have dinosaurs to thank after 60M year old grape fossil seeds are found by scientists,1,FoxNews
The Washington Post wages war on Elon Musk as he takes over Twitter,1,FoxNews
Tensions allegedly rise between Biden White House and Harris campaign: 'Too much in their feelings',1,FoxNews
CBS tarred and feathered for admitting existence of Hunter Biden’s laptop two years after New York Post report,1,FoxNews
How Ron DeSantis’ super PAC is taking financial pressure off his campaign,0,NBC
Ask a doctor: ‘Why do I keep eating foods that I know are bad for me?’,1,FoxNews
"Schumer coins 'Trump shutdown,' slamming GOP amid spending fight",1,FoxNews
Airline passengers could be removed from flights for going barefoot: Etiquette expert weighs in,1,FoxNews
Judge narrows election interference case against Trump in Georgia,0,NBC
Kamala Harris repeatedly pivots to Trump when grilled on immigration record in interview,1,FoxNews
"Stripped, blindfolded and ‘humiliated’: Images show dozens of Palestinian men detained by Israeli forces in Gaza",0,NBC
"On this day in history, August 10, 1776, Declaration of Independence reaches London",1,FoxNews
Bipartisan commission to study Trump assassination attempt teed up for House vote,1,FoxNews
Full scale replica of Anne Frank's hidden annex to be unveiled in New York City,1,FoxNews
Israeli military indicates it searched Gaza cemetery for bodies of hostages,0,NBC
Republicans probe CCP tied nonprofit funneling money to US eco groups,1,FoxNews
Flashback: DA Harris' plan to prosecute drug dealers starting on their 3rd offense shot down by police,1,FoxNews
'America’s Got Talent’ judge Simon Cowell’s fiancée pushes ‘workaholic’ star to do ‘normal things’,1,FoxNews
Ozzy Osbourne admits taking antidepressants had an effect in the bedroom,1,FoxNews
Meet the American who invented the electric guitar and inspired rock 'n' roll,1,FoxNews
Palestinian president cuts security ties with Israel over West Bank annexation plans,0,NBC
Biden Harris border crisis: Mother of Jocelyn Nungaray gives emotional testimony during migrant crime hearing,1,FoxNews
"Jan. 6 participant, identified nearly two years ago, is arrested near Obama home",0,NBC
Election 2024: Trump is noncommittal on the prospect of a second presidential debate with Harris,0,NBC
"Trump rolls out 2024 trade policy that would 'tax China to build up America,' reward US producers",1,FoxNews
Treasury Department now using AI to save taxpayers billions,0,NBC
Mixed race voters say Donald Trump’s attacks on Kamala Harris’ race are painfully familiar,0,NBC
Nebraska Supreme Court rules convicted felons who completed their sentences can vote,0,NBC
Harris once boasted of 'behind the scenes' work to get 'every' trans inmate access to gender surgeries,1,FoxNews
"Texas man 'lit the match' at Capitol, prosecutor tells jurors in first Jan. 6 trial",0,NBC
Pittsburgh diners fume over ‘staged’ Harris campaign stop as popular restaurant cleared: ‘Mind boggling’,1,FoxNews
'I have friends in Palestine': Israeli hostage's plea to her Hamas captors lays bare yearning for peace,0,NBC
"Israel, United Arab Emirates agree to full normalization of relations",0,NBC
"Republicans spend over $100 million on Iowa ads, with more to come",0,NBC
Bernie Sanders silent on Cuban pro freedom uprisings after praising Fidel Castro's communist policies,1,FoxNews
"Bullet found near bodies of 2 Indiana teens in Delphi killings linked to suspect’s gun, officials say",0,NBC
"Trump Harris presidential debate: Philadelphia under Biden saw cops, kids shot, alleged savage offenders freed",1,FoxNews
Trump urges supporters to vote early while calling process 'stupid',0,NBC
Judge says Mike Lindell must pay $5 million to man who won his 'Prove Mike Wrong' challenge,0,NBC
Biden's Title IX rule disaster latest in plan to destroy what's left of our country's moral foundations,1,FoxNews
Jan. 6 participant arrested after hourslong standoff with the FBI,0,NBC
"Harris leads Trump by almost 40 points among Asian American voters, a new poll shows",0,NBC
Israel's ground invasion into Lebanon imminent as cabinet approves next phase of the war,1,FoxNews
"BTS’ V pens letter as Jungkook and Jimin, final two members joining South Korean military, begin service",0,NBC
CNN data guru says Donald Trump 'very much in this ball game' despite Harris' polling gains,1,FoxNews
"Netanyahu: Israel is not heading toward civil war, judicial changes ‘necessary’",0,NBC
"'Feasting' like royalty, Chicago DNC held in fortified castle walled off from reality: former chief",1,FoxNews
Man arrested at Morgan Wallen concert for allegedly making 'terrorist threat' against Kansas City Chiefs stars,1,FoxNews
and Dominion reach $787.5 million settlement in defamation lawsuit,0,NBC
"Marco Rubio defends Cuba’s fight against failed socialist government: Leaders are 'evil,' 'incompetent'",1,FoxNews
