headline_length_words,headline_length_chars,avg_word_length,num_uppercase_words,num_digits,num_exclamation_marks,num_question_marks,num_commas,num_colons,num_semicolons,contains_quote,contains_colon,contains_question,contains_number,starts_with_how,starts_with_why,starts_with_what,label,source,headline_clean
18,104,4.833333333333333,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,DAVID MARCUS: Kamala Harris can no longer hide from her dangerous stance on men playing in girls' sports
15,91,5.133333333333334,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,NBC,"'Everybody is scared': As Gaza faces threat of ground invasion, tensions run high in Israel"
14,72,4.214285714285714,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FoxNews,"Tequila is more than just a shot, plus other fun facts about this spirit"
15,100,5.733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Trump begs Georgia secretary of state to overturn election results in remarkable hourlong phone call
14,93,5.714285714285714,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Trump 'thrilled' with Harris tapping 'very liberal' Tim Walz as running mate: 'Shocking pick'
14,93,5.714285714285714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Pence says the 'sanctity of life' will spark ‘renewed enthusiasm’ for Republicans in midterms
14,106,6.642857142857143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FoxNews,"Israeli military says regular infantry, armored units joining limited ground operation in southern Lebanon"
13,75,4.846153846153846,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,'I was much better off': These voters back Trump in top battleground county
14,101,6.285714285714286,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,FoxNews,"1 year after Hezbollah strikes, Israel reinforces troops and questions mount over ‘limited’ operation"
7,54,6.857142857142857,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,FoxNews,5 Thanksgiving turkey facts from registered dietitians
15,101,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Jailed Iranian activist Narges Mohammadi wins Nobel Peace Prize for fight against oppression of women
16,83,4.25,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,FoxNews,New York City man 'lived' the Constitution for a year. Here are 7 things he learned
15,92,5.2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,FoxNews,Cowboys' DeMarcus Lawrence says he burned through his entire rookie salary by his 3rd season
14,78,4.642857142857143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NBC,Ohio's Senate race is high on Trump's radar after a tough week for Republicans
17,99,4.882352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Yemen’s Houthi rebels target ship in the Gulf of Aden as the Eisenhower aircraft carrier heads home
14,97,6.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Former Democrat turns Republican: Kamala Harris 'did nothing to change the schools' in California
12,74,5.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Last words of 'hero' firefighter who died at Trump rally shooting revealed
14,91,5.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Colorado could become the first state to build separate prison units for transgender felons
15,95,5.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NBC,"Canada accuses India of an assassination on its soil, leading both countries to expel diplomats"
16,83,4.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NBC,"As U.S. reporter marks a year in a Russian prison, his family and friends speak out"
13,79,5.153846153846154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NBC,Harris rattles 'angry' Trump in debate as both candidates seek mantle of change
12,77,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Stateside Puerto Ricans demand answers on unused hurricane aid to Puerto Rico
17,110,5.529411764705882,0,6,0,0,1,0,0,1,0,0,1,0,0,0,1,FoxNews,"'60 Minutes' says Trump axed interview after demanding apology for 2020 sit down, complained about fact checks"
18,89,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NBC,Wide toe box shoes aren't the same as wide width shoes. Here's how to tell what you need.
8,57,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Modi’s White House visit highlights deep diaspora divides
12,74,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Security and political crises in Israel converge to create a perfect storm
13,78,5.076923076923077,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,NBC,"Can you reuse disposable face masks? The do’s and don’ts, according to doctors"
9,42,3.7777777777777777,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NBC,Why I love my iPhone case and wallet combo
19,104,4.526315789473684,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Harris’ critics sound off after VP is endorsed by IRS affiliated union: ‘Get ready to be taxed to death'
12,89,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Hamas announces Yahya Sinwar as new political head following Ismail Haniyeh assassination
14,74,4.357142857142857,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,NBC,Jan. 6 rioter who charged police while carrying a gun sentenced to 7 years
18,101,4.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,I’ve tested nearly a dozen point and shoot cameras these are the best no matter your experience level
11,76,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Republican National Committee prepares for a convention Trump may not attend
15,94,5.333333333333333,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,NBC,"4.8M borrowers including 1M in public service have had student debt forgiven, Biden admin says"
15,88,4.933333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Biden admin hit with lawsuit over eco actions that industry says could cost million jobs
15,106,6.133333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Supreme Court agrees to review whether Trump immune from prosecution in federal election interference case
16,105,5.625,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Kari Lake shreds VP Harris' 'despicable' southern border visit: Just to make the 'mainstream media happy'
14,93,5.714285714285714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Trump plans to plead not guilty to Jack Smith's revised federal election interference charges
15,72,3.8666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Tina Turner teams up with Kygo for 'What's Love Got to Do With It' remix
15,80,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Swedish candy goes viral on TikTok and everyone wants a bite of the trendy treat
12,92,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Federal prosecutors formally charge suspect Ryan Routh with attempted assassination of Trump
8,52,5.625,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,NBC,Inside Shin Bet’s interrogation of 50 Hamas fighters
12,75,5.333333333333333,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,NBC,"Trump is not immune in 2020 election interference case, appeals court rules"
16,102,5.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,These over the counter teeth whitening products come pretty close to giving you dentist office results
12,77,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Gazan families mourn children who were killed during the IDF’s hostage rescue
7,30,3.4285714285714284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NBC,How to drive safely with a dog
15,100,5.733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Local residents explode at Biden officials over plan to release grizzly bears near their communities
14,86,5.214285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Man arrested near Trump rally denies he was trying to assassinate the former president
16,106,5.6875,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Trump throws support behind Republican businessman looking to flip Wisconsin Senate seat: 'Go out and win'
11,61,4.636363636363637,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,FoxNews,"Dodgers dominate Mets again, take commanding 3 1 lead in NLCS"
15,85,4.733333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FoxNews,"Dodgers star Mookie Betts sends warning shot to Mets, who are on brink of elimination"
7,49,6.142857142857143,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,NBC,Palestinians announce first elections in 15 years
16,92,4.8125,0,5,0,0,1,0,0,0,0,0,1,0,0,0,1,FoxNews,"Ohio residents in small town erupt over havoc caused by massive influx of 20,000 of Haitians"
14,97,6.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NBC,"Biden speaks with Netanyahu amid escalating tensions in U.S. Israel, warns against Rafah invasion"
13,73,4.6923076923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Harris maintains strong lead among Black swing state voters in a new poll
9,73,7.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Democratic National Committee releases party platform ahead of convention
10,52,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,The simple reason Kamala Harris is on The Shade Room
13,84,5.538461538461538,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,NBC,Jan. 6 rioter who assaulted police calls for 'accountability' for 2020 election lies
18,99,4.555555555555555,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,NBC,"Florida Supreme Court allows 6 week abortion ban to take effect, but voters will have the final say"
11,80,6.363636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Anti Israel mob rebrands iconic Hamilton Hall following insurrection at Columbia
11,79,6.2727272727272725,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NBC,Local Republicans reject Trump's claims about Haitian immigrants in their towns
13,81,5.3076923076923075,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Newsom dodges question on Harris price controls: 'She hasn't put out the details'
16,118,6.4375,0,4,0,0,3,1,0,0,1,0,1,0,0,0,0,NBC,"Emmy Awards 2024 highlights: âThe Bearâ, âBaby Reindeer,â âShogunâ led in wins, and a âHacksâ surprise"
12,79,5.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Georgia judge blocks rule requiring counties to hand count Election Day ballots
15,95,5.4,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,FoxNews,"Study contradicts claims critical race theory isn't in schools, over 90% students exposed to it"
11,68,5.2727272727272725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Sen Chuck Grassley explains link between high food and energy prices
18,106,4.944444444444445,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,FoxNews,"Dolly Parton removes herself from Rock & Roll Hall of Fame nomination, says she hasn't 'earned that right'"
11,66,5.090909090909091,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NBC,"How to find the best eco friendly mattresses, according to experts"
10,54,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,JD Vance says Trump would veto a national abortion ban
15,91,5.133333333333334,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,NBC,Justice Department sues Alabama over effort to purge voter rolls within 90 days of election
16,89,4.625,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,FoxNews,"Meet the American who invented the hard hat, a proud symbol of our nation's working class"
13,79,5.153846153846154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Politico says Harris is running on a 'dream economy' but voters aren't noticing
11,67,5.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Sarah McBride’s historic run for Congress was decades in the making
14,88,5.357142857142857,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,NBC,'You don't know what to expect': Trump outlines his biggest challenge in debating Harris
18,97,4.444444444444445,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,NBC,Biden sets a 10 year deadline for U.S. cities to replace lead pipes and make drinking water safer
15,84,4.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NBC,What to look for in workout leggings that you don’t always need in lounging leggings
13,77,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NBC,Republicans float a quiet conspiracy theory that Biden won't be on the ballot
13,81,5.3076923076923075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Simon Cowell pulls out of judging duties in upcoming ‘X Factor Israel’ appearance
16,90,4.6875,0,4,0,0,0,1,0,1,1,0,1,0,0,0,1,FoxNews,Voters in Obama's backyard weigh in on 'dangerous' Kamala and 2024 race: 'I'm a Trump fan'
13,93,6.230769230769231,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Sanctuary city's policies push violent migrant gang into suburbs: 'It's a nationwide problem'
14,103,6.428571428571429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Biden admin convenes legal experts on protecting women's reproductive health after Supreme Court ruling
11,66,5.090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,October heat wave sets dozens of records in California and Arizona
13,79,5.153846153846154,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,NBC,"Puerto Rico jolted by 5.8 magnitude earthquake, the largest in series of quakes"
12,91,6.666666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NBC,"Teamsters union declines to endorse in presidential election, breaking decades of precedent"
14,78,4.642857142857143,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,NBC,Jan. 6 rioter who smashed Capitol window with tomahawk ax sentenced to 7 years
11,66,5.090909090909091,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NBC,"For One Direction fans, Liam Payne's death is a 'watershed' moment"
16,108,5.8125,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,'I will be haunted forever’: Israel’s horrific video of Hamas atrocities leaves viewers shocked and sickened
12,74,5.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Eddie Van Halen's brother wants AI to complete the band's unreleased music
14,86,5.214285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Taylor Swift screams during Eras Tour concert for security guard to stop harassing fan
13,88,5.846153846153846,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Jorge Ramos’ daughter sounds alarm that Latinos are 'walking away’ from Democratic Party
12,81,5.833333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FoxNews,"Nevada Senate hopefuls tackle trans athletes, immigration and UFOs in only debate"
13,85,5.615384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,McConnell and Trump aides have been discussing an endorsement of the former president
13,92,6.153846153846154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FoxNews,"Puppies rescued from Hurricane Helene to be rehomed with military veterans, first responders"
17,109,5.470588235294118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Hispanic voters rail against 'dishonest' Biden Harris border record as poll shows Trump gaining in key states
14,81,4.857142857142857,0,3,0,0,0,1,0,1,1,0,1,0,0,0,0,NBC,'It’s a massacre': Bodies of victims still strewn across kibbutz once home to 700
10,64,5.5,0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,NBC,Tech bestsellers: The most purchased products we covered in 2022
13,97,6.538461538461538,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Media critics pan Walz's 'unsteady' debate performance: 'Clear lack of preparation and execution'
13,69,4.384615384615385,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FoxNews,"Five more House Democrats call on Biden to drop out, third US senator"
12,85,6.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Prince William denounces antisemitism amid soaring rates of abuse at London synagogue
14,80,4.785714285714286,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,FoxNews,4 Mark Robinson campaign staffers resign in wake of report on porn website posts
11,75,5.909090909090909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NBC,"Iran enriching uranium to near weapons grade levels, nuclear watchdog warns"
17,108,5.411764705882353,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,'Rot and decay': Rep Hank Johnson argues SCOTUS term limits are path forward for removing 'corrupt' justices
13,81,5.3076923076923075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Greece to impose tax for cruise visitors on popular islands to combat overtourism
17,82,3.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,You should be cleaning your coffee maker at least once a month here’s how to do it
11,78,6.181818181818182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,These Florida residents wouldn't evacuate from Milton here's how they're doing
12,73,5.166666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NBC,Biden says 'real progress' was made after meeting with China's Xi Jinping
16,98,5.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Pakistani police fire tear gas at protesting students as anger spreads over alleged on campus rape
8,63,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,States are rapidly adopting laws regulating political deepfakes
16,100,5.3125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Woman vandalizes Israeli hostage posters right in front of captives' family members in New York City
18,97,4.444444444444445,2,7,0,0,2,0,0,0,0,0,1,0,0,0,0,NBC,"Anti Asian hate crimes increased by nearly 150% in 2020, mostly in N.Y. and L.A., new report says"
17,107,5.352941176470588,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FoxNews,"Lori Loughlin’s prison offers Pilates, spin class and more as she serves time in college admissions scandal"
17,101,5.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,FoxNews,Cracks in the wall of media praise for Harris? Multiple outlets eviscerate VP over price control plan
10,63,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Secret Service takes new steps to boost protection around Trump
14,73,4.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Here are the massive tax increases coming your way in a second Biden term
6,46,6.833333333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NBC,FDA authorizes Novavax's updated Covid vaccine
12,81,5.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Zelenskyy says Ukraine plans to indefinitely hold Russian territory it has seized
19,117,5.2105263157894735,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NBC,Are peptides the new retinol? Here’s everything you need to know about this latest skin care you’re seeing everywhere
13,86,5.6923076923076925,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Nelly Korda suffers unbelievable meltdown at US Women's Open with early septuple bogey
10,58,4.9,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,NBC,Arizona Gov. Katie Hobbs signs repeal of 1864 abortion ban
13,86,5.6923076923076925,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NBC,Biden postpones trip to Germany and Angola ahead of Hurricane Milton's hitting Florida
13,86,5.6923076923076925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Hospitals take steps to conserve IV fluid supply after Helene strikes critical factory
9,64,6.222222222222222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NBC,"Defying Biden, Netanyahu renews pledge to launch Rafah offensive"
17,106,5.294117647058823,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Brian Stelter remains defiant as final 'Reliable Sources' doubles down on what critics say got it canceled
16,90,4.6875,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,NBC,'I don't want to be nice': Trump ramps up personal attacks on Harris at Pennsylvania rally
13,98,6.615384615384615,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Olympic medalist slams transgender track athlete for competing in women's event: 'Simply cheating'
12,78,5.583333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Abortion rights amendments qualify for the ballot in Colorado and South Dakota
18,110,5.166666666666667,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,JD Vance addresses past criticism of Trump after he's chosen as VP: 'Bought into media's lies and distortions'
10,84,7.5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Olivia Rodrigo powers through wardrobe malfunction during concert: 'So embarrassing'
8,44,4.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Trump pushes back on questions about his age
14,95,5.857142857142857,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,FoxNews,"Team Harris had 'planned' on unmuted mics, left 'scrambling to rewrite' debate strategy: report"
9,49,4.555555555555555,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,NBC,'Dead heat': Trump pulls even with Harris in poll
14,76,4.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NBC,Israel says it wants to destroy Hamas. But who would govern Gaza after that?
13,91,6.076923076923077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NBC,Harris Walz win would make Minnesota's Peggy Flanagan first Native American female governor
15,76,4.133333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,U.K. braces for record heat as it becomes one of the hottest places on Earth
17,110,5.529411764705882,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,FoxNews,"Riley Gaines, NCAA athletes to testify in Georgia about competing against, sharing locker room with Lia Thomas"
15,94,5.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NBC,Israel and Hezbollah strikes put region on edge; Hamas official says delegation has left Cairo
18,109,5.111111111111111,0,6,0,0,3,0,0,0,0,0,1,0,0,0,1,FoxNews,"On this day in history, February 17, 1801, Jefferson is elected president as party politics divide new nation"
8,51,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,ACLU sues Biden administration over new asylum rule
15,95,5.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NBC,"Six months after ‘zero Covid,’ U.S. firms in China still face an unpredictable business climate"
13,85,5.615384615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Biden administration to rejoin U.N. Human Rights Council in another reversal of Trump
18,85,3.7777777777777777,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,FoxNews,"As Gaza war drags past 1 year mark, hope fades for a deal to bring hostages home soon"
15,93,5.266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Same poll taken one month apart shows which presidential candidate has momentum in key states
13,86,5.6923076923076925,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,FoxNews,Harrison Ford responds to compliment from reporter at Cannes: ‘Blessed with this body’
14,88,5.357142857142857,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NBC,Who made the exploding pagers? A messy global trail emerges behind deadly Lebanon blasts
8,42,4.375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NBC,How to shop for single serve coffee makers
15,100,5.733333333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Donald Trump takes clear stance on transgender athlete participation in women's sports in RNC speech
15,79,4.333333333333333,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,NBC,Fears that war will widen grow as Israel retaliates for a strike that killed 12
9,63,6.111111111111111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NBC,"The Amazon’s crucial water cycle faces collapse, scientists say"
14,80,4.785714285714286,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Hulk Hogan suggests he is willing to 'body slam' US Vice President Kamala Harris
10,64,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,New videos show assault on Capitol Police Officer Brian Sicknick
11,66,5.090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Hamas fires rockets into Israel as tensions in Jerusalem boil over
10,74,6.5,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,FoxNews,"Biden, Democrats falsely frame Green movement as 'economic': Charles Payne"
13,75,4.846153846153846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NBC,"Gaza truce takes hold after Israel, Hamas reach cease fire to halt conflict"
9,57,5.444444444444445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NBC,The evolutionary history of humans' ability to eat starch
9,54,5.111111111111111,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NBC,"A timeline of Trump's many, many positions on abortion"
12,75,5.333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Former US ambassador accused of secretly working for Cuba pleads not guilty
14,99,6.142857142857143,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Columbia's interim president apologizes to protesters who occupied campus for 'hurt' caused by NYPD
14,106,6.642857142857143,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Israel’s national emergency medical service prepares for Hezbollah response after IDF strike: 'High alert'
15,98,5.6,0,5,0,0,2,0,0,0,0,0,1,0,0,0,1,FoxNews,"Arizona grandma, man she mistakenly texted, to share Thanksgiving for 7th straight year since 2016"
10,65,5.6,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,FoxNews,"What would a President Pritzker do on immigration, border crisis?"
16,88,4.5625,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,NBC,"How 3 Israeli hostages tried to save themselves, only to be killed by their own military"
18,102,4.722222222222222,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,NBC,"Ted Cruz and Colin Allred clash over abortion, trans athletes and Jan. 6 in feisty Texas Senate debate"
13,99,6.6923076923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Florida family stuns with statistical improbability as all four daughters are crowned valedictorian
17,102,5.0588235294117645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Illinois man charged with murder in the fatal stabbing of a Palestinian American boy pleads not guilty
14,86,5.214285714285714,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,FoxNews,"Ahead of the holidays, here's how to build charcuterie boards that are 'super festive'"
12,85,6.166666666666667,0,4,0,0,1,0,0,0,0,0,1,0,0,0,1,FoxNews,"52 confirmed dead, 20 missing after flash floods devastate Indonesia’s Sumatra Island"
11,55,4.090909090909091,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,NBC,47+ best Cyber Monday tech deals you won't want to miss
14,64,3.642857142857143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Tom Brady reveals he has not talked to Trump in 'a lot of years'
11,65,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NBC,Facebook users say 'amen' to bizarre AI generated images of Jesus
15,101,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Social media users are collectively blocking celebrities and influencers who have been silent on Gaza
15,74,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,FoxNews,This trendy seed can boost your health big time in 5 cool ways: Here's how
12,93,6.833333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Harris' running mate faces renewed scrutiny after his 'weird' socialism comparison resurfaces
16,98,5.1875,1,4,0,0,0,1,0,1,1,0,1,0,0,0,1,FoxNews,Emma Weyant: Second place finisher in Lia Thomas' NCAA championship race won Olympic medal in 2021
13,78,5.076923076923077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FoxNews,"Laken Riley murder suspect Jose Ibarra pleads not guilty, mother sobs in court"
13,81,5.3076923076923075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,'Gotaway' illegal and Tren de Aragua gang member accused in suburban hotel murder
16,90,4.6875,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,FoxNews,"Don Lemon speaks out about CNN firing, says he feels 'vindicated' after ex boss was ousted"
12,65,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,The bombing has ended but children in Gaza and Israel face trauma
13,76,4.923076923076923,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NBC,The Trump campaign's big bet on a new GOTV strategy worries some Republicans
16,102,5.4375,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,NBC,"Scott Presler, a conservative activist who has spread conspiracy theories, won't be getting an RNC job"
